Vendor County Code,Vendor County,Obligation Year and Month, Number of Families Redeemed Food Benefits , Number of Food Instruments Redeemed , Dollar Amount Redeemed for Food Instruments , Number of WIC Card Transactions Processed , Dollar Amount Reimbursed for WIC Card Transactions , Average Cost per Family , Statewide Infant Formula Rebate , Total Cost Adjusted , Average Cost Adjusted 
37,San Diego,202012,"36,903",,,"98,860","$3,702,804.04 ",$100.34 ,,,
38,San Francisco,2020,"7,459",45,"$1,289.31 ","127,413","$6,970,520.62 ",$934.68 ,,,
38,San Francisco,202001,"4,214",21,$667.39 ,"11,652","$508,152.00 ",$120.74 ,,,
38,San Francisco,202002,"4,219",20,$547.15 ,"11,463","$520,750.01 ",$123.56 ,,,
38,San Francisco,202003,"4,308",4,$74.77 ,"10,547","$561,431.99 ",$130.34 ,,,
38,San Francisco,202004,"4,418",,,"9,823","$585,294.36 ",$132.48 ,,,
38,San Francisco,202005,"4,520",,,"10,090","$588,399.15 ",$130.18 ,,,
38,San Francisco,202006,"4,572",,,"10,274","$592,994.15 ",$129.70 ,,,
38,San Francisco,202007,"4,633",,,"10,637","$598,476.52 ",$129.18 ,,,
38,San Francisco,202008,"4,668",,,"10,753","$605,871.04 ",$129.79 ,,,
38,San Francisco,202009,"4,658",,,"10,553","$607,096.79 ",$130.33 ,,,
38,San Francisco,202010,"4,621",,,"10,792","$603,761.37 ",$130.66 ,,,
38,San Francisco,202011,"4,623",,,"10,396","$597,058.35 ",$129.15 ,,,
38,San Francisco,202012,"4,635",,,"10,433","$601,234.89 ",$129.72 ,,,
39,San Joaquin,2020,"36,711","206,500","$4,287,583.44 ","292,665","$12,574,861.05 ",$459.33 ,,,
39,San Joaquin,202001,"14,301","71,868","$1,466,690.46 ",845,"$27,924.68 ",$104.51 ,,,
39,San Joaquin,202002,"13,714","68,858","$1,429,913.62 ",834,"$29,022.64 ",$106.38 ,,,
39,San Joaquin,202003,"13,006","45,150","$958,984.75 ","10,588","$453,307.17 ",$108.59 ,,,
39,San Joaquin,202004,"12,900","18,198","$379,414.48 ","21,277","$995,426.31 ",$106.58 ,,,
39,San Joaquin,202005,"13,046","2,426","$52,580.13 ","28,794","$1,304,769.72 ",$104.04 ,,,
39,San Joaquin,202006,"13,522",,,"31,248","$1,369,627.89 ",$101.29 ,,,
39,San Joaquin,202007,"14,012",,,"32,961","$1,406,694.41 ",$100.39 ,,,
39,San Joaquin,202008,"14,139",,,"33,022","$1,416,396.23 ",$100.18 ,,,
39,San Joaquin,202009,"14,193",,,"32,941","$1,393,657.83 ",$98.19 ,,,
39,San Joaquin,202010,"14,360",,,"33,588","$1,397,868.20 ",$97.34 ,,,
39,San Joaquin,202011,"14,244",,,"33,339","$1,378,095.74 ",$96.75 ,,,
39,San Joaquin,202012,"14,343",,,"33,228","$1,402,070.23 ",$97.75 ,,,
40,San Luis Obispo,2020,"5,350","20,593","$385,288.11 ","43,972","$1,684,363.40 ",$386.85 ,,,
40,San Luis Obispo,202001,"1,844","8,670","$163,465.95 ",44,"$1,086.03 ",$89.24 ,,,
40,San Luis Obispo,202002,"1,758","7,322","$137,363.22 ",680,"$22,024.51 ",$90.66 ,,,
40,San Luis Obispo,202003,"1,843","3,601","$65,667.81 ","2,707","$103,655.45 ",$91.87 ,,,
40,San Luis Obispo,202004,"1,850","1,000","$18,791.13 ","3,712","$151,601.29 ",$92.10 ,,,
40,San Luis Obispo,202005,"1,963",,,"4,406","$171,942.92 ",$87.59 ,,,
40,San Luis Obispo,202006,"1,982",,,"4,502","$170,180.32 ",$85.86 ,,,
40,San Luis Obispo,202007,"2,037",,,"4,589","$175,761.47 ",$86.28 ,,,
40,San Luis Obispo,202008,"2,079",,,"4,723","$179,272.71 ",$86.23 ,,,
40,San Luis Obispo,202009,"2,057",,,"4,593","$177,326.88 ",$86.21 ,,,
40,San Luis Obispo,202010,"2,054",,,"4,655","$176,127.76 ",$85.75 ,,,
40,San Luis Obispo,202011,"2,069",,,"4,674","$176,956.80 ",$85.53 ,,,
40,San Luis Obispo,202012,"2,091",,,"4,687","$178,427.26 ",$85.33 ,,,
41,San Mateo,2020,"9,037",126,"$2,426.21 ","130,491","$6,580,948.24 ",$728.49 ,,,
41,San Mateo,202001,"4,469",37,"$1,056.27 ","11,491","$496,447.02 ",$111.32 ,,,
41,San Mateo,202002,"4,457",58,$926.20 ,"10,964","$510,829.19 ",$114.82 ,,,
41,San Mateo,202003,"4,760",31,$443.74 ,"11,181","$566,326.10 ",$119.07 ,,,
41,San Mateo,202004,"4,899",,,"10,864","$590,704.44 ",$120.58 ,,,
41,San Mateo,202005,"4,831",,,"10,687","$548,963.76 ",$113.63 ,,,
41,San Mateo,202006,"4,787",,,"10,514","$541,401.26 ",$113.10 ,,,
41,San Mateo,202007,"5,003",,,"11,086","$550,470.20 ",$110.03 ,,,
41,San Mateo,202008,"4,957",,,"10,901","$557,421.79 ",$112.45 ,,,
41,San Mateo,202009,"4,919",,,"10,645","$547,799.81 ",$111.36 ,,,
41,San Mateo,202010,"4,966",,,"10,784","$552,847.47 ",$111.33 ,,,
41,San Mateo,202011,"4,935",,,"10,668","$555,481.14 ",$112.56 ,,,
41,San Mateo,202012,"4,996",,,"10,706","$562,256.06 ",$112.54 ,,,
42,Santa Barbara,2020,"20,944","65,735","$1,193,269.63 ","224,648","$9,271,464.26 ",$499.65 ,,,
42,Santa Barbara,202001,"9,062","38,949","$713,314.85 ","3,546","$112,499.52 ",$91.13 ,,,
42,Santa Barbara,202002,"8,728","19,640","$352,632.39 ","13,226","$467,549.98 ",$93.97 ,,,
42,Santa Barbara,202003,"8,942","6,965","$124,190.08 ","19,106","$734,107.62 ",$95.98 ,,,
42,Santa Barbara,202004,"9,023",174,"$3,025.40 ","20,683","$868,745.40 ",$96.62 ,,,
42,Santa Barbara,202005,"8,989",7,$106.91 ,"20,588","$860,216.02 ",$95.71 ,,,
42,Santa Barbara,202006,"9,099",,,"20,810","$870,063.12 ",$95.62 ,,,
42,Santa Barbara,202007,"9,170",,,"21,017","$891,754.66 ",$97.25 ,,,
42,Santa Barbara,202008,"9,192",,,"21,210","$887,815.16 ",$96.59 ,,,
42,Santa Barbara,202009,"9,178",,,"20,676","$881,400.02 ",$96.03 ,,,
42,Santa Barbara,202010,"9,268",,,"21,159","$887,975.57 ",$95.81 ,,,
42,Santa Barbara,202011,"9,260",,,"21,027","$888,633.56 ",$95.96 ,,,
42,Santa Barbara,202012,"9,429",,,"21,600","$920,703.63 ",$97.65 ,,,
43,Santa Clara,2020,"19,936","1,964","$42,412.00 ","340,026","$15,218,750.12 ",$765.51 ,,,
43,Santa Clara,202001,"11,271",666,"$13,834.41 ","30,518","$1,195,146.21 ",$107.26 ,,,
43,Santa Clara,202002,"11,131",729,"$15,122.59 ","29,112","$1,184,149.92 ",$107.74 ,,,
43,Santa Clara,202003,"11,414",397,"$9,214.86 ","28,602","$1,238,398.55 ",$109.31 ,,,
43,Santa Clara,202004,"11,818",160,"$4,074.79 ","27,081","$1,276,703.01 ",$108.38 ,,,
43,Santa Clara,202005,"12,055",12,$165.35 ,"27,595","$1,271,982.81 ",$105.53 ,,,
43,Santa Clara,202006,"12,147",,,"27,409","$1,274,161.76 ",$104.90 ,,,
43,Santa Clara,202007,"12,338",,,"28,251","$1,278,902.70 ",$103.66 ,,,
43,Santa Clara,202008,"12,358",,,"28,479","$1,294,376.24 ",$104.74 ,,,
43,Santa Clara,202009,"12,448",,,"28,120","$1,295,772.09 ",$104.09 ,,,
43,Santa Clara,202010,"12,538",,,"28,479","$1,296,366.81 ",$103.40 ,,,
43,Santa Clara,202011,"12,547",,,"28,186","$1,306,001.24 ",$104.09 ,,,
43,Santa Clara,202012,"12,674",,,"28,194","$1,306,788.78 ",$103.11 ,,,
44,Santa Cruz,2020,"9,165","42,021","$799,333.13 ","71,708","$3,255,437.67 ",$442.42 ,,,
44,Santa Cruz,202001,"3,570","17,112","$329,298.37 ",33,"$1,008.19 ",$92.52 ,,,
44,Santa Cruz,202002,"3,503","14,948","$284,786.46 ","1,014","$36,393.47 ",$91.69 ,,,
44,Santa Cruz,202003,"3,457","7,870","$146,567.40 ","4,288","$180,434.10 ",$94.59 ,,,
44,Santa Cruz,202004,"3,419","2,084","$38,462.74 ","6,399","$292,248.83 ",$96.73 ,,,
44,Santa Cruz,202005,"3,505",7,$218.16 ,"7,463","$335,341.71 ",$95.74 ,,,
44,Santa Cruz,202006,"3,640",,,"7,518","$345,739.48 ",$94.98 ,,,
44,Santa Cruz,202007,"3,679",,,"7,582","$347,840.29 ",$94.55 ,,,
44,Santa Cruz,202008,"3,579",,,"7,364","$338,048.75 ",$94.45 ,,,
44,Santa Cruz,202009,"3,659",,,"7,474","$350,376.50 ",$95.76 ,,,
44,Santa Cruz,202010,"3,683",,,"7,750","$345,841.22 ",$93.90 ,,,
44,Santa Cruz,202011,"3,672",,,"7,428","$344,117.78 ",$93.71 ,,,
44,Santa Cruz,202012,"3,592",,,"7,395","$338,047.35 ",$94.11 ,,,
45,Shasta,2020,"4,240",200,"$4,762.05 ","77,566","$2,618,310.59 ",$618.65 ,,,
45,Shasta,202001,"2,398",56,"$1,496.47 ","7,586","$223,601.73 ",$93.87 ,,,
45,Shasta,202002,"2,321",68,"$1,544.91 ","6,912","$214,316.33 ",$93.00 ,,,
45,Shasta,202003,"2,480",53,"$1,201.23 ","6,892","$232,957.98 ",$94.42 ,,,
45,Shasta,202004,"2,460",23,$519.44 ,"6,117","$219,267.35 ",$89.34 ,,,
45,Shasta,202005,"2,405",,,"5,983","$211,614.26 ",$87.99 ,,,
45,Shasta,202006,"2,375",,,"6,021","$208,450.91 ",$87.77 ,,,
45,Shasta,202007,"2,436",,,"6,199","$215,726.93 ",$88.56 ,,,
45,Shasta,202008,"2,423",,,"6,363","$217,743.76 ",$89.87 ,,,
45,Shasta,202009,"2,426",,,"6,170","$218,104.01 ",$89.90 ,,,
45,Shasta,202010,"2,446",,,"6,428","$220,200.47 ",$90.02 ,,,
45,Shasta,202011,"2,480",,,"6,466","$218,607.67 ",$88.15 ,,,
45,Shasta,202012,"2,479",,,"6,429","$217,719.19 ",$87.83 ,,,
46,Sierra,2020,37,,,549,"$9,159.50 ",$247.55 ,,,
46,Sierra,202001,19,,,61,"$1,324.36 ",$69.70 ,,,
46,Sierra,202002,20,,,77,"$1,185.53 ",$59.28 ,,,
46,Sierra,202003,18,,,66,"$1,242.36 ",$69.02 ,,,
46,Sierra,202004,13,,,37,$692.82 ,$53.29 ,,,
46,Sierra,202005,16,,,48,"$1,162.60 ",$72.66 ,,,
46,Sierra,202006,16,,,35,$767.90 ,$47.99 ,,,
46,Sierra,202007,15,,,34,$541.36 ,$36.09 ,,,
46,Sierra,202008,15,,,31,$260.59 ,$17.37 ,,,
46,Sierra,202009,15,,,44,$505.09 ,$33.67 ,,,
46,Sierra,202010,16,,,34,$517.42 ,$32.34 ,,,
46,Sierra,202011,16,,,47,$557.89 ,$34.87 ,,,
46,Sierra,202012,14,,,35,$401.58 ,$28.68 ,,,
47,Siskiyou,2020,858,52,"$1,024.96 ","14,848","$460,937.45 ",$538.42 ,,,
47,Siskiyou,202001,482,11,$148.78 ,"1,725","$45,148.30 ",$93.98 ,,,
47,Siskiyou,202002,470,19,$366.88 ,"1,496","$41,451.09 ",$88.97 ,,,
47,Siskiyou,202003,471,22,$509.30 ,"1,427","$42,920.36 ",$92.21 ,,,
47,Siskiyou,202004,445,,,"1,223","$39,613.41 ",$89.02 ,,,
47,Siskiyou,202005,432,,,"1,129","$37,809.70 ",$87.52 ,,,
47,Siskiyou,202006,446,,,"1,154","$38,184.84 ",$85.62 ,,,
47,Siskiyou,202007,454,,,"1,136","$38,012.41 ",$83.73 ,,,
47,Siskiyou,202008,399,,,"1,093","$35,135.75 ",$88.06 ,,,
47,Siskiyou,202009,430,,,"1,185","$38,279.57 ",$89.02 ,,,
47,Siskiyou,202010,412,,,"1,158","$36,000.44 ",$87.38 ,,,
47,Siskiyou,202011,395,,,"1,045","$34,547.67 ",$87.46 ,,,
47,Siskiyou,202012,400,,,"1,077","$33,833.91 ",$84.58 ,,,
48,Solano,2020,"8,846",174,"$4,656.98 ","127,425","$5,467,609.44 ",$618.61 ,,,
48,Solano,202001,"4,405",71,"$2,227.38 ","10,985","$432,262.40 ",$98.64 ,,,
48,Solano,202002,"4,401",64,"$1,285.15 ","10,621","$431,072.31 ",$98.24 ,,,
48,Solano,202003,"4,749",27,$701.03 ,"11,296","$473,215.25 ",$99.79 ,,,
48,Solano,202004,"4,832",10,$421.86 ,"10,368","$469,696.62 ",$97.29 ,,,
48,Solano,202005,"4,853",2,$21.56 ,"10,471","$462,800.93 ",$95.37 ,,,
48,Solano,202006,"4,830",,,"10,126","$455,427.84 ",$94.29 ,,,
48,Solano,202007,"4,979",,,"10,618","$460,964.14 ",$92.58 ,,,
48,Solano,202008,"4,929",,,"10,563","$455,287.43 ",$92.37 ,,,
48,Solano,202009,"4,903",,,"10,422","$458,211.82 ",$93.46 ,,,
48,Solano,202010,"4,996",,,"10,862","$460,224.58 ",$92.12 ,,,
48,Solano,202011,"4,965",,,"10,560","$457,497.53 ",$92.14 ,,,
48,Solano,202012,"4,907",,,"10,533","$450,948.59 ",$91.90 ,,,
49,Sonoma,2020,"6,119",62,"$1,396.52 ","113,047","$4,295,298.55 ",$702.19 ,,,
49,Sonoma,202001,"3,842",33,$561.00 ,"10,401","$371,810.23 ",$96.92 ,,,
49,Sonoma,202002,"3,749",25,$782.59 ,"10,111","$355,421.25 ",$95.01 ,,,
49,Sonoma,202003,"3,846",4,$52.93 ,"10,167","$375,171.31 ",$97.56 ,,,
49,Sonoma,202004,"3,806",,,"9,147","$368,811.46 ",$96.90 ,,,
49,Sonoma,202005,"3,660",,,"8,875","$346,282.90 ",$94.61 ,,,
49,Sonoma,202006,"3,772",,,"9,035","$353,787.95 ",$93.79 ,,,
49,Sonoma,202007,"3,871",,,"9,346","$361,254.73 ",$93.32 ,,,
49,Sonoma,202008,"3,833",,,"9,297","$354,192.77 ",$92.41 ,,,
49,Sonoma,202009,"3,859",,,"9,086","$355,412.62 ",$92.10 ,,,
49,Sonoma,202010,"3,902",,,"9,312","$352,986.59 ",$90.46 ,,,
49,Sonoma,202011,"3,823",,,"9,020","$349,674.36 ",$91.47 ,,,
49,Sonoma,202012,"3,910",,,"9,250","$350,492.38 ",$89.64 ,,,
50,Stanislaus,2020,"26,362","129,650","$2,726,540.37 ","216,409","$9,277,669.01 ",$455.36 ,,,
50,Stanislaus,202001,"9,729","48,578","$1,011,157.41 ",220,"$8,074.70 ",$104.76 ,,,
50,Stanislaus,202002,"9,448","46,740","$983,937.94 ",263,"$10,575.44 ",$105.26 ,,,
50,Stanislaus,202003,"8,524","24,377","$520,932.94 ","9,266","$403,335.54 ",$108.43 ,,,
50,Stanislaus,202004,"8,939","8,821","$188,870.94 ","16,553","$776,673.78 ",$108.01 ,,,
50,Stanislaus,202005,"9,591","1,134","$21,641.14 ","21,641","$971,125.51 ",$103.51 ,,,
50,Stanislaus,202006,"9,712",,,"22,580","$983,333.70 ",$101.25 ,,,
50,Stanislaus,202007,"9,822",,,"23,523","$1,009,863.89 ",$102.82 ,,,
50,Stanislaus,202008,"10,240",,,"24,432","$1,029,152.91 ",$100.50 ,,,
50,Stanislaus,202009,"10,233",,,"23,927","$1,019,149.44 ",$99.59 ,,,
50,Stanislaus,202010,"10,340",,,"24,809","$1,023,706.42 ",$99.00 ,,,
50,Stanislaus,202011,"10,359",,,"24,566","$1,019,922.91 ",$98.46 ,,,
50,Stanislaus,202012,"10,436",,,"24,629","$1,022,754.77 ",$98.00 ,,,
51,Sutter,2020,"4,702",26,$743.67 ,"58,949","$1,928,079.17 ",$410.21 ,,,
51,Sutter,202001,"2,049",7,$79.23 ,"5,086","$157,713.53 ",$77.01 ,,,
51,Sutter,202002,"1,962",1,$14.35 ,"4,767","$149,626.37 ",$76.27 ,,,
51,Sutter,202003,"2,142",15,$466.49 ,"4,894","$159,537.28 ",$74.70 ,,,
51,Sutter,202004,"2,185",3,$183.60 ,"4,601","$161,222.30 ",$73.87 ,,,
51,Sutter,202005,"2,277",,,"4,848","$162,639.88 ",$71.43 ,,,
51,Sutter,202006,"2,311",,,"4,921","$164,345.35 ",$71.11 ,,,
51,Sutter,202007,"2,335",,,"4,999","$164,759.63 ",$70.56 ,,,
51,Sutter,202008,"2,317",,,"5,034","$164,273.06 ",$70.90 ,,,
51,Sutter,202009,"2,310",,,"4,847","$160,530.12 ",$69.49 ,,,
51,Sutter,202010,"2,331",,,"4,954","$159,621.45 ",$68.48 ,,,
51,Sutter,202011,"2,344",,,"5,034","$162,883.59 ",$69.49 ,,,
51,Sutter,202012,"2,315",,,"4,964","$160,926.61 ",$69.51 ,,,
52,Tehama,2020,"1,859",22,$612.83 ,"31,125","$927,030.92 ",$499.00 ,,,
52,Tehama,202001,906,11,$352.23 ,"2,907","$78,470.45 ",$87.00 ,,,
52,Tehama,202002,880,10,$238.75 ,"2,656","$75,441.92 ",$86.00 ,,,
52,Tehama,202003,935,1,$21.85 ,"2,833","$83,503.30 ",$89.33 ,,,
52,Tehama,202004,952,,,"2,481","$78,153.07 ",$82.09 ,,,
52,Tehama,202005,945,,,"2,533","$75,376.47 ",$79.76 ,,,
52,Tehama,202006,976,,,"2,468","$77,537.73 ",$79.44 ,,,
52,Tehama,202007,982,,,"2,560","$79,129.81 ",$80.58 ,,,
52,Tehama,202008,953,,,"2,497","$76,051.45 ",$79.80 ,,,
52,Tehama,202009,962,,,"2,546","$75,670.88 ",$78.66 ,,,
52,Tehama,202010,976,,,"2,565","$75,153.57 ",$77.00 ,,,
52,Tehama,202011,"1,002",,,"2,589","$77,571.94 ",$77.42 ,,,
52,Tehama,202012,961,,,"2,490","$74,970.33 ",$78.01 ,,,
53,Trinity,2020,275,,,"5,062","$124,700.47 ",$453.46 ,,,
53,Trinity,202001,160,,,482,"$11,998.32 ",$74.99 ,,,
53,Trinity,202002,159,,,453,"$11,285.70 ",$70.98 ,,,
53,Trinity,202003,151,,,447,"$10,354.93 ",$68.58 ,,,
53,Trinity,202004,162,,,418,"$11,451.08 ",$70.69 ,,,
53,Trinity,202005,149,,,367,"$9,363.86 ",$62.84 ,,,
53,Trinity,202006,149,,,409,"$11,226.10 ",$75.34 ,,,
53,Trinity,202007,166,,,444,"$9,989.91 ",$60.18 ,,,
53,Trinity,202008,162,,,461,"$11,159.49 ",$68.89 ,,,
53,Trinity,202009,154,,,437,"$9,710.64 ",$63.06 ,,,
53,Trinity,202010,146,,,411,"$9,764.83 ",$66.88 ,,,
53,Trinity,202011,134,,,365,"$9,146.79 ",$68.26 ,,,
53,Trinity,202012,141,,,368,"$9,248.82 ",$65.59 ,,,
54,Tulare,2020,"30,513","138,545","$3,021,015.92 ","271,043","$11,565,299.65 ",$478.04 ,,,
54,Tulare,202001,"11,586","57,176","$1,244,603.64 ",63,"$1,569.30 ",$107.56 ,,,
54,Tulare,202002,"10,940","48,681","$1,064,241.32 ","2,908","$101,888.89 ",$106.59 ,,,
54,Tulare,202003,"10,020","25,122","$544,596.23 ","13,403","$546,457.27 ",$108.89 ,,,
54,Tulare,202004,"10,018","7,472","$165,271.45 ","21,109","$942,137.46 ",$110.54 ,,,
54,Tulare,202005,"10,755",94,"$2,303.28 ","26,377","$1,158,447.95 ",$107.93 ,,,
54,Tulare,202006,"11,543",,,"28,153","$1,215,202.56 ",$105.28 ,,,
54,Tulare,202007,"11,942",,,"29,531","$1,250,417.18 ",$104.71 ,,,
54,Tulare,202008,"12,134",,,"30,100","$1,279,038.79 ",$105.41 ,,,
54,Tulare,202009,"11,974",,,"29,023","$1,247,420.57 ",$104.18 ,,,
54,Tulare,202010,"12,242",,,"30,359","$1,276,515.50 ",$104.27 ,,,
54,Tulare,202011,"12,236",,,"29,968","$1,265,214.37 ",$103.40 ,,,
54,Tulare,202012,"12,381",,,"30,049","$1,280,989.81 ",$103.46 ,,,
55,Tuolumne,2020,870,33,$805.19 ,"12,719","$373,053.61 ",$429.72 ,,,
55,Tuolumne,202001,412,8,$276.12 ,"1,276","$34,112.29 ",$83.47 ,,,
55,Tuolumne,202002,383,13,$352.47 ,"1,089","$31,147.07 ",$82.24 ,,,
55,Tuolumne,202003,410,9,$134.20 ,"1,175","$31,815.65 ",$77.93 ,,,
55,Tuolumne,202004,394,3,$42.40 ,"1,054","$31,722.75 ",$80.62 ,,,
55,Tuolumne,202005,398,,,"1,002","$29,885.27 ",$75.09 ,,,
55,Tuolumne,202006,390,,,940,"$29,387.98 ",$75.35 ,,,
55,Tuolumne,202007,378,,,992,"$30,592.05 ",$80.93 ,,,
55,Tuolumne,202008,406,,,"1,042","$31,680.98 ",$78.03 ,,,
55,Tuolumne,202009,391,,,"1,047","$31,483.84 ",$80.52 ,,,
55,Tuolumne,202010,418,,,"1,071","$30,630.00 ",$73.28 ,,,
55,Tuolumne,202011,390,,,989,"$29,271.37 ",$75.05 ,,,
55,Tuolumne,202012,399,,,"1,042","$31,324.36 ",$78.51 ,,,
56,Ventura,2020,"19,944","47,610","$971,037.62 ","246,031","$9,182,790.99 ",$509.12 ,,,
56,Ventura,202001,"8,050","31,552","$647,702.32 ","4,534","$159,968.80 ",$100.33 ,,,
56,Ventura,202002,"7,767","12,781","$257,242.35 ","15,279","$525,691.34 ",$100.80 ,,,
56,Ventura,202003,"8,038","3,242","$65,244.19 ","21,624","$766,382.75 ",$103.46 ,,,
56,Ventura,202004,"8,279",27,$727.10 ,"21,356","$838,043.77 ",$101.31 ,,,
56,Ventura,202005,"8,593",8,$121.66 ,"22,199","$845,782.75 ",$98.44 ,,,
56,Ventura,202006,"8,687",,,"22,131","$844,436.11 ",$97.21 ,,,
56,Ventura,202007,"8,915",,,"23,026","$861,512.42 ",$96.64 ,,,
56,Ventura,202008,"9,034",,,"23,361","$874,078.28 ",$96.75 ,,,
56,Ventura,202009,"8,970",,,"22,958","$860,149.21 ",$95.89 ,,,
56,Ventura,202010,"9,119",,,"23,345","$871,078.62 ",$95.52 ,,,
56,Ventura,202011,"8,994",,,"22,928","$857,560.68 ",$95.35 ,,,
56,Ventura,202012,"9,170",,,"23,290","$878,106.26 ",$95.76 ,,,
57,Yolo,2020,"5,062",75,"$1,675.27 ","66,665","$2,043,611.91 ",$404.05 ,,,
57,Yolo,202001,"2,039",18,$422.65 ,"6,132","$165,936.29 ",$81.59 ,,,
57,Yolo,202002,"1,966",34,$717.14 ,"5,653","$159,416.65 ",$81.45 ,,,
57,Yolo,202003,"2,120",7,$80.29 ,"5,953","$175,091.43 ",$82.63 ,,,
57,Yolo,202004,"2,128",12,$288.24 ,"5,320","$170,295.48 ",$80.16 ,,,
57,Yolo,202005,"2,129",4,$166.95 ,"5,322","$169,821.53 ",$79.84 ,,,
57,Yolo,202006,"2,156",,,"5,249","$167,723.28 ",$77.79 ,,,
57,Yolo,202007,"2,228",,,"5,448","$171,994.88 ",$77.20 ,,,
57,Yolo,202008,"2,248",,,"5,494","$174,038.81 ",$77.42 ,,,
57,Yolo,202009,"2,258",,,"5,354","$170,135.55 ",$75.35 ,,,
57,Yolo,202010,"2,312",,,"5,585","$170,334.63 ",$73.67 ,,,
57,Yolo,202011,"2,356",,,"5,555","$173,526.79 ",$73.65 ,,,
57,Yolo,202012,"2,379",,,"5,600","$175,296.59 ",$73.68 ,,,
58,Yuba,2020,"3,316",59,"$1,392.71 ","43,940","$1,632,759.80 ",$492.81 ,,,
58,Yuba,202001,"1,604",23,$552.15 ,"4,143","$138,866.08 ",$86.92 ,,,
58,Yuba,202002,"1,613",32,$566.02 ,"4,019","$136,462.29 ",$84.95 ,,,
58,Yuba,202003,"1,752",3,$154.91 ,"4,309","$152,054.70 ",$86.88 ,,,
58,Yuba,202004,"1,721",1,$119.63 ,"3,798","$146,238.93 ",$85.04 ,,,
58,Yuba,202005,"1,711",,,"3,637","$139,485.90 ",$81.52 ,,,
58,Yuba,202006,"1,628",,,"3,461","$136,641.79 ",$83.93 ,,,
58,Yuba,202007,"1,659",,,"3,618","$135,573.41 ",$81.72 ,,,
58,Yuba,202008,"1,682",,,"3,500","$133,304.80 ",$79.25 ,,,
58,Yuba,202009,"1,611",,,"3,324","$129,252.46 ",$80.23 ,,,
58,Yuba,202010,"1,599",,,"3,446","$129,509.25 ",$80.99 ,,,
58,Yuba,202011,"1,627",,,"3,411","$129,719.53 ",$79.73 ,,,
58,Yuba,202012,"1,591",,,"3,274","$125,650.66 ",$78.98 ,,,
